Key	Type	Desc	English	Swedish
Items/GroundSlipperySlimeDesc	Text		Slick material that makes it difficult to get a steady footing.	TODO
Items/GroundSnowBlock	Text		Snow Ground	TODO
Items/GroundSnowBlockDesc	Text		A white, cold piece of ground.	TODO
Items/GroundStoneBlock	Text		Stone Ground	TODO
Items/GroundStoneBlockDesc	Text		A sturdy piece of ground.	TODO
Items/GroundTurfBlock	Text		Turf Ground	TODO
Items/GroundTurfBlockDesc	Text		A soft, mossy piece of ground.	TODO
Items/GrubEggNecklace	Text		Grub Egg Necklace	TODO
Items/GrubEggNecklaceDesc	Text		This odd necklace seems to have a life of its own.	TODO
Items/GrubKapokSeed	Text		Grub Kapok Seed	TODO
Items/GrubKapokSeedDesc	Text		Turns into a plant that gives fiber when harvested.	TODO
Items/GrubKnot	Text		Grub Knot	TODO
Items/GrubKnotDesc	Text		A mutated lump of small grubs. Disgusting.	TODO
Items/GrubPearl	Text		Grub Pearl	TODO
Items/GrubPearlDesc	Text		Is it a grub-shaped pearl or a pearl-like grub?	TODO
Items/Grubzooka	Text		Grubzooka	TODO
Items/GrubzookaDesc	Text		The heavy shots from the Grubzooka also tear down any dirt, sand and turf walls in its path.	TODO
Items/Grumpkin	Text		Grumpkin	TODO
Items/GrumpkinDesc	Text		A lumpy fruit that looks very annoyed with having been pulled from the soil.	TODO
Items/GrumpkinRare	Text		Golden Grumpkin	TODO
Items/GrumpkinRareDesc	Text		A very rare variant of the common grumpkin.	TODO
Items/GrumpkinSeed	Text		Grumpkin Seed	TODO
Items/GrumpkinSeedDesc	Text		Grows into a lumpy fruit when planted.	TODO
Items/GuardiansPotion	Text		Guardian's Potion	TODO
Items/GuardiansPotionDesc	Text		A potion that fills you with great courage and the ability to withstand the strongest of foes.	TODO
Items/HalloweenGoodieBag	Text		Samhain Goodie Bag	TODO
Items/HalloweenGoodieBagDesc	Text		A bag full of spooky sweets and secrets. Pop it up to peek inside.	TODO
Items/HalloweenWorkbench	Text		Samhain Workbench	TODO
Items/HalloweenWorkbenchDesc	Text		A coffin-shaped workbench that aids the creation of eerie furniture.	TODO
Items/HandMortar	Text		Hand Mortar	TODO
Items/HandMortarDesc	Text		Problems that can't be solved can usually be blasted away.	TODO
Items/HardThorn	Text		Hard Thorn	TODO
Items/HardThornDesc	Text		A sturdy wooden thorn that can quickly poke careless fingers.	TODO
Items/HealingPotion	Text		Healing Potion	TODO
Items/HealingPotionDesc	Text		A healthy elixir that heals instantly. Also tastes good.	TODO
Items/HeartBerry	Text		Heart Berry	TODO
Items/HeartBerryDesc	Text		A sweet, juicy berry that refreshes the body.	TODO
Items/HeartBerryNecklace	Text		Heart Berry Necklace	TODO
Items/HeartBerryNecklaceDesc	Text		A heart berry on the neck makes for an easy snack!	TODO
Items/HeartBerryRare	Text		Golden Heart Berry	TODO
Items/HeartBerryRareDesc	Text		A very rare variant of the common heart berry.	TODO
Items/HeartBerrySeed	Text		Heart Berry Seed	TODO
Items/HeartBerrySeedDesc	Text		Grows into a healthy fruit when planted.	TODO
Items/HeartOfGold	Text		Heart of Gold	TODO
Items/HeartOfGoldDesc	Text		Rewarded to those who truly look out for others and help whenever they can.	TODO
Items/HeartberrySoda	Text		Heart Berry Soda	TODO
Items/HeartberrySodaDesc	Text		This canned sparkly drink is a pure explosion of taste and sweetness in your mouth.	TODO
Items/HiveBigLarva	Text		Big Hive Larva	TODO
Items/HiveBigLarvaTrophy	Text		Big Hive Larva Figurine	TODO
Items/HiveBigLarvaTrophyDesc	Text		A lifelike representation of a Big Hive Larva.	TODO
Items/HiveBone	Text		Hive Bones	TODO
Items/HiveBoneBreastArmor	Text		Hivebone Breastplate	TODO
Items/HiveBoneBreastArmorDesc	Text		A fleshy suit covered by protective spines. The feeling on your skin is quite unpleasant.	TODO
Items/HiveBoneHelm	Text		Hivebone Helm	TODO
Items/HiveBoneHelmDesc	Text		A helm crowned with erratic fangs and thorns akin to those on the Hivemother maw.	TODO
Items/HiveBonePantsArmor	Text		Hivebone Pants	TODO
Items/HiveBonePantsArmorDesc	Text		Legwear of haphazard pillows of thick hide that wrap around the legs as defensive folds.	TODO
Items/HiveBossCrystal	Text		Stolen Crystal Heart	TODO
Items/HiveBossCrystalDesc	Text		A giant ancient gemstone that mutated its holder into a monstrosity. It originally belonged to the Hivemother, but was ripped out by a power-hungry caveling.	TODO
Items/HiveBossSummoningItem	Text		Hive Mother Summoning Idol	TODO
Items/HiveBossSummoningItemDesc	Text		Crystal idol to reawaken the Hive Mother. Consumed upon placing it on the Hive Mother's summoning rune.	TODO
Items/HiveDestructible	Text		Hive Growth	TODO
Items/HiveDestructibleDesc	Text		A vein-like growth that reveals loot when popped open.	TODO
Items/HiveHalloweenBossSummoningItem	Text		Haunted Hive Mother Summoning Idol	TODO
Items/HiveHalloweenBossSummoningItemDesc	Text		Crystal idol to reawaken the Haunted Hive Mother. Consumed upon placing it on the Hive Mother's summoning rune.	TODO
Items/HiveHalloweenBossTrophy	Text		Haunted Hive Mother Figurine	TODO
Items/HiveHalloweenBossTrophyDesc	Text		A lifelike representation of the Haunted Hivemother.	TODO
Items/HiveLarva	Text		Hive Larva	TODO
Items/HiveLarvaTrophy	Text		Hive Larva Figurine	TODO
Items/HiveLarvaTrophyDesc	Text		A lifelike representation of a Hive Larva.	TODO
Items/HiveMotherScanner	Text		Hive Mother Scanner	TODO
Items/HiveMotherScannerDesc	Text		Scans the world for the Hive Mother. Consumed on successful scan.	TODO
Items/HiveSpikeTrap	Text		Hive Spike Trap	TODO
Items/HiveSpikeTrapDesc	Text		A larva hive trap made out of sharp bones, damaging any creature who steps on it.	TODO
Items/HivemotherChest	Text		Hive Mother Chest	TODO
Items/HivemotherChestDesc	Text		This chest is pulsating as if it is alive, a leftover of the Hive Mother.	TODO
Items/HivemotherHalloweenChest	Text		Haunted Hive Mother Chest	TODO
Items/HivemotherHalloweenChestDesc	Text		This chest is pulsating as if it is alive, a leftover of the Haunted Hive Mother.	TODO
Items/HivemotherTrophy	Text		Hive Mother Figurine	TODO
Items/HivemotherTrophyDesc	Text		A lifelike representation of the Hive Mother.	TODO
Items/HomeworldReminiscence	Text		Homeworld Reminiscence	TODO
Items/HomeworldReminiscenceDesc	Text		The replica of a blue, glistening planet, orbited by what seems to be three suns. Is this a model of a solar system?	TODO
Items/HotChocolate	Text		Hot Chocolate	TODO
Items/HotChocolateDesc	Text		A mug full of creamy, hot chocolate milk with small marshmallows on top. Drinking it feels like being a kid again.	TODO
Items/HotPunch	Text		Hot Punch	TODO
Items/HotPunchDesc	Text		Sitting down with this nice beverage will send a shiver of cozyness down ones spine. It's spicy, fruity and simply tasty.	TODO
Items/HourglassRing	Text		Hourglass Ring	TODO
Items/HourglassRingDesc	Text		Has a small hourglass on top. The sand within has stopped flowing down.	TODO
Items/HunterBreastArmor	Text		Hunter Cloak	TODO
Items/HunterBreastArmorDesc	Text		A cloak crafted from big leaves woven together. Makes you look like a walking bush.	TODO
Items/HunterHelm	Text		Hunter Hood	TODO
Items/HunterHelmDesc	Text		This hood is made from big leaves tucked into a headband. Lets you blend into green environments.	TODO
Items/HuntingSpear	Text		Hunting Spear	TODO
Items/HuntingSpearDesc	Text		A very crude long-reach weapon used by the cavelings dwelling in the Clay Caves. Good to hunt larve and place them over a fire.	TODO
Items/HydraBoneBreastArmor	Text		Hydra Bone Breastplate	TODO
Items/HydraBoneBreastArmorDesc	Text		The nearly indestructible rib bones of a hydra; they adjust to the chest size of the wearer.	TODO
Items/HydraBoneHelm	Text		Hydra Bone Helm	TODO
Items/HydraBoneHelmDesc	Text		The gruesome-looking empty skull of a hydra. One senses a malevolent presence when putting it on.	TODO
Items/HydraBonePantsArmor	Text		Hydra Bone Shins	TODO
Items/HydraBonePantsArmorDesc	Text		An extremely sturdy lower body armor reinforced with hydra bone plates.	TODO
Items/HydraBoneShield	Text		Hydra Bone Shield	TODO
Items/HydraBoneShieldDesc	Text		The heavy top part of a hydra's skull. Made to withstand deep pressure within the earth, it makes for a great protection in battle.	TODO
Items/HydraBoneSword	Text		Hydra Bone Sword	TODO
Items/HydraBoneSwordDesc	Text		A jagged sword made from a hydra's spine. It is not particularly sharp but its uneven shape can tear dangerous wounds into your opponents.	TODO
Items/HydraBoneTooth	Text		Hydra Tooth	TODO
Items/HydraBoneToothDesc	Text		The long fang of a hydra. Fueled with primal energy it has the capacity to inflict extreme damage as well as healing the holder in return.	TODO
Items/HydraBossDesertBait	Text		Wind Organ of Fire	TODO
Items/HydraBossDesertBaitDesc	Text		A ritual instrument that works with wind blowing through its cavities. The sound it plays is perfectly tuned to attract a beast of the dry wastes.	TODO
Items/HydraBossDesertChest	Text		Pyrdra Chest	TODO
Items/HydraBossDesertChestDesc	Text		An intimidating chest that's reminiscent of Pyrdra the Fire Titan.	TODO
Items/HydraBossDesertScanner	Text		Pyrdra the Fire Titan Scanner	TODO
Items/HydraBossDesertScannerDesc	Text		Scans the world for Pyrdra the Fire Titan. Consumed on successful scan.	TODO
Items/HydraBossDesertTrophy	Text		Pyrdra Figurine	TODO
Items/HydraBossDesertTrophyDesc	Text		A lifelike representation of Pyrdra the Fire Titan.	TODO
Items/HydraBossNatureBait	Text		Wind Organ of Wilderness	TODO
Items/HydraBossNatureBaitDesc	Text		A ritual instrument that works with wind blowing through its cavities. The sound it plays is perfectly tuned to attract a beast of the wild jungle.	TODO
Items/HydraBossNatureChest	Text		Druidra Chest	TODO
Items/HydraBossNatureChestDesc	Text		An intimidating chest that's reminiscent of Druidra the Wild Titan.	TODO
Items/HydraBossNatureCraftingItem	Text		Pink Hydra Eye	TODO
Items/HydraBossNatureCraftingItemDesc	Text		One of the three eyes of Druidra. It has a deep connection to other hydra entities and plays a key role in detecting them.	TODO
Items/HydraBossNatureScanner	Text		Druidra the Wild Titan Scanner	TODO
Items/HydraBossNatureScannerDesc	Text		Scans the world for Druidra the Wild Titan. Consumed on successful scan.	TODO
Items/HydraBossNatureTrophy	Text		Druidra Figurine	TODO
Items/HydraBossNatureTrophyDesc	Text		A lifelike representation of Druidra the Wild Titan.	TODO
Items/HydraBossSeaBait	Text		Wind Organ of Ice	TODO
Items/HydraBossSeaBaitDesc	Text		A ritual instrument that works with wind blowing through its cavities. The sound it plays is perfectly tuned to attract a beast of the blue depths.	TODO
Items/HydraBossSeaChest	Text		Crydra Chest	TODO
Items/HydraBossSeaChestDesc	Text		An intimidating chest that's reminiscent of Crydra the Ice Titan. For mysterious purposes, it floats on water.	TODO
Items/HydraBossSeaCraftingItem	Text		White Hydra Eye	TODO
Items/HydraBossSeaCraftingItemDesc	Text		One of the three eyes of Crydra. It has a deep connection to other hydra entities and plays a key role in detecting them.	TODO
Items/HydraBossSeaScanner	Text		Crydra the Ice Titan Scanner	TODO
Items/HydraBossSeaScannerDesc	Text		Scans the world for Crydra the Ice Titan. Consumed on successful scan.	TODO
Items/HydraBossSeaTrophy	Text		Crydra Figurine	TODO
Items/HydraBossSeaTrophyDesc	Text		A lifelike representation of Crydra the Ice Titan.	TODO
Items/HydraJewelryDesertNecklace	Text		Pyrdra's Necklace	TODO
Items/HydraJewelryDesertNecklaceDesc	Text		A scorching necklace that imbues the holder with powers of the burning heat.	TODO
Items/HydraJewelryNatureRing	Text		Druidra's Ring	TODO
Items/HydraJewelryNatureRingDesc	Text		A leafy ring that imbues the holder with powers of the poisonous nature.	TODO
Items/HydraJewelrySeaRing	Text		Crydra's Ring	TODO
Items/HydraJewelrySeaRingDesc	Text		An icy ring that imbues the holder with powers of the cold elements.	TODO
Items/HydraWorkbench	Text		Hydra Altar	TODO
Items/HydraWorkbenchCraftingItem	Text		Giant Bug Brain	TODO
Items/HydraWorkbenchCraftingItemDesc	Text		The main sensory organ of Ra-Akar. It has evolved to detect disturbances deep in the ground and might become useful later.	TODO
Items/HydraWorkbenchDesc	Text		A ritual workbench that allows the crafting of instruments that can only be heard by the beasts of the deep.	TODO
Items/IgneousTrophy	Text		Igneous Figurine	TODO
Items/IgneousTrophyDesc	Text		A lifelike representation of Igneous, the Molten Mass.	TODO
Items/IncenseBowl	Text		Incense Bowl	TODO
Items/IncenseBowlDesc	Text		A porcelain bowl with blue details on the edge and dark residue in its centre. The smell that still lingers around it eases the senses.	TODO
Items/InfectedCaveling	Text		Infected Caveling	TODO
Items/InfoBoardBroken	Text		Broken Holoboard	TODO
Items/InfoBoardBrokenDesc	Text		A broken panel made from blue glass. It's hard to make out the flickering glyphs on it.	TODO
Items/InfoBoardLarge	Text		Large Holoboard	TODO
Items/InfoBoardLargeDesc	Text		A vertical large panel made from blue glass. The flickering glyphs on it almost appear like some kind of advertisement.	TODO
Items/InfoBoardSmall	Text		Small Holoboard	TODO
Items/InfoBoardSmallDesc	Text		A vertical panel made from blue glass. The flickering glyphs on it almost appear like a city map.	TODO
Items/InstrumentCello	Text		Cello	TODO
Items/InstrumentCelloDesc	Text		A string instrument made from wood. It's not a world-class creation but good enough to fill the silent caves with harmony.	TODO
Items/InstrumentDrumkit	Text		Drumkit	TODO
Items/InstrumentDrumkitDesc	Text		An instrument that annoys the neighbours but induces irresistible rhythm when played correctly.	TODO
Items/InstrumentFlute	Text		Flute	TODO
Items/InstrumentFluteDesc	Text		A fine wind instrument producing a whistling sound. Can be tricky to master.	TODO
Items/InstrumentHarp	Text		Harp	TODO
Items/InstrumentHarpDesc	Text		Simply gliding the fingertips across its fine strings results in a harmonic sound vibrating through the air.	TODO
Items/InstrumentPiano	Text		Pocket Piano	TODO
Items/InstrumentPianoDesc	Text		This transportable key instrument can be played solo or as a nice addition to an orchestra.	TODO
Items/IntactGrave	Text		Servant Grave	TODO
Items/IntactGraveDesc	Text		This grave made from stone shows the relief of an ancient caveling in service of the kingdom that once persisted in the desert.	TODO
Items/InventoryAncientChest	Text		Ancient Chest	TODO
Items/InventoryAncientChestDesc	Text		This chest seems to be thousands of years old.	TODO
Items/InventoryChest	Text		Chest	TODO
Items/InventoryChestDesc	Text		Useful for storing lots of items. Items can be used while crafting if the chest is placed adjacent to the workbench.	TODO
Items/InventoryDesertBiomeChest	Text		Golden Ancient Chest	TODO
Items/InventoryDesertBiomeChestDesc	Text		A golden version of the ancient chest which seems to be even older.	TODO
Items/InventoryLarvaHiveChest	Text		Larva Hive Chest	TODO
Items/InventoryLarvaHiveChestDesc	Text		Less like a chest and more like a living organism.	TODO
Items/InventoryLavaChest	Text		Smoldering Chest	TODO
Items/InventoryLavaChestDesc	Text		A container with a fiery crust but its insides are safe for storage.	TODO
Items/InventoryMoldDungeonChest	Text		Mold Covered Chest	TODO
Items/InventoryMoldDungeonChestDesc	Text		An ancient chest overgrown with white mold.	TODO
Items/InventorySeaBiomeChest	Text		Seashell Chest	TODO
Items/InventorySeaBiomeChestDesc	Text		Is it a chest or is it a clam?	TODO
Items/IronAnvil	Text		Iron Anvil	TODO
Items/IronAnvilDesc	Text		Great for creating high tier equipment.	TODO
Items/IronBar	Text		Iron Bar	TODO
Items/IronBarDesc	Text		A strong metal ingot for blacksmithing.	TODO
Items/IronBow	Text		Iron Bow	TODO
Items/IronBowDesc	Text		A sturdy bow to shoot foes from afar.	TODO
Items/IronBreastArmor	Text		Iron Breastplate	TODO
Items/IronBreastArmorDesc	Text		Charge into battle with this epic chest piece.	TODO
Items/IronChest	Text		Iron Chest	TODO
Items/IronChestDesc	Text		An old chest made from iron. It is not locked anymore.	TODO
Items/IronChunkNecklace	Text		Iron Chunk Necklace	TODO
Items/IronChunkNecklaceDesc	Text		A heavy piece of jewelry that increases defence.	TODO
Items/IronFishingRod	Text		Iron Fishing Rod	TODO
Items/IronFishingRodDesc	Text		A strong tool for pulling up rare fish.	TODO
Items/IronHalberdSpear	Text		Iron Halberd	TODO
Items/IronHalberdSpearDesc	Text		A luxurious pole-weapon fit for a royal guardian and perfect for poking at adversaries.	TODO
Items/IronHelm	Text		Iron Helm	TODO
Items/IronHelmDesc	Text		Tough helm fit for knights. Comes with a visor and a flamboyant plume.	TODO
Items/IronHoe	Text		Iron Hoe	TODO
Items/IronHoeDesc	Text		A strong tool to prepare ground for farming. Covers an area of 4x4 tiles.	TODO
Items/IronKey	Text		Iron Key	TODO
Items/IronKeyDesc	Text		An old key cast in iron. There should be a lock somewhere that it fits into.	TODO
Items/IronMiningPick	Text		Iron Pickaxe	TODO
Items/IronMiningPickDesc	Text		A strong tool, excellent for breaking down harder walls.	TODO
Items/IronOre	Text		Iron Ore	TODO
Items/IronOreBoulder	Text		Iron Ore Boulder	TODO
Items/IronOreDesc	Text		Commonly found in stone walls.	TODO
Items/IronPantsArmor	Text		Iron Pants	TODO
Items/IronPantsArmorDesc	Text		You've got knees of steel!	TODO
Items/IronShield	Text		Iron Shield	TODO
Items/IronShieldDesc	Text		A heraldic shield offering significant protection from attacks.	TODO
Items/IronShovel	Text		Iron Shovel	TODO
Items/IronShovelDesc	Text		A strong shovel, excellent for digging up ground.	TODO
Items/IronSledge	Text		Iron Sledge Hammer	TODO
Items/IronSledgeDesc	Text		A strong weapon for smashing foes and walls.	TODO
Items/IronSword	Text		Iron Sword	TODO
Items/IronSwordDesc	Text		A strong weapon for slaying foes.	TODO
Items/IronWorkBench	Text		Iron Workbench	TODO
Items/IronWorkBenchDesc	Text		Essential workbench for survival in the underground.	TODO
Items/IvyBreastArmor	Text		Ivy's Thorn Harness	TODO
Items/IvyBreastArmorDesc	Text		This organic breastplate armor is crested with thorns, allowing for stronger critical hits.	TODO
Items/IvyChest	Text		Ivy's Chest	TODO
Items/IvyChestDesc	Text		A slime-covered chest reminiscent of the Poisonous Mass.	TODO
Items/IvyPantsArmor	Text		Ivy's Pants	TODO
Items/IvyPantsArmorDesc	Text		Lower body armor naturally grown in the underground jungle, featuring thorned kneecaps.	TODO
Items/IvyRing	Text		Ivy's Ring	TODO
Items/IvyRingDesc	Text		An organic ring grown from slime covered thorns.	TODO
Items/IvyTrophy	Text		Ivy Figurine	TODO
Items/IvyTrophyDesc	Text		A lifelike representation of Ivy the Poisonous Mass.	TODO
Items/JellyFish	Text		Gem-Jellyfish	TODO
Items/JellyFishDesc	Text		A glowing kind of jellyfish that inherited ancient energy.	TODO
Items/JellyfishDestructable	Text		Beached Jelly	TODO
Items/JellyfishDestructableDesc	Text		A gelatinous creature containing goods from the sea.	TODO
Items/JewelryWorkBench	Text		Jewelry Workbench	TODO
Items/JewelryWorkBenchDesc	Text		Workbench for creating rings and necklaces.	TODO
Items/JingleJamCookie	Text		Jingle Jam Cookie	TODO
Items/JingleJamCookieDesc	Text		A special gift for participating in the Jingle Jam charity event.	TODO
Items/JuteBag	Text		Belt Pocket	TODO
Items/JuteBagDesc	Text		A simple clip on belt pocket, made from smoothened bark.	TODO
Items/KeenPotion	Text		Keen Potion	TODO
Items/KeenPotionDesc	Text		A cold elixir that focuses your senses and aim.	TODO
Items/KelpDumpling	Text		Kelp Dumpling	TODO
Items/KelpDumplingDesc	Text		A soft, warm dumpling that smells pretty... funny. You don't really want to know where that one came from.	TODO
Items/KelpTree	Text		Kelp Tree	TODO
Items/KelpTreeDesc	Text		It's technically not a tree but a giant kelp with a double-helix coral as a trunk.	TODO
Items/KeyCraftingTable	Text		Key Casting Table	TODO
Items/KeyCraftingTableDesc	Text		A workbench with changeable casting plates to create all kinds of different keys.	TODO
Items/Kiln1	Text		Broken Clay Kiln	TODO
Items/Kiln1Desc	Text		Having seen many years of use this old kiln is beyond repair.	TODO
Items/Kiln2	Text		Clay Firing Bucket	TODO
Items/Kiln2Desc	Text		A simple gadget that was used to burn clay and make it harder.	TODO
Items/KingSlimeChest	Text		King Slime's Chest	TODO
Items/KingSlimeChestDesc	Text		A slime-covered chest with golden additions reminiscent of the King Slime.	TODO
Items/KingSlimeCrown	Text		King Slime Crown	TODO
Items/KingSlimeCrownDesc	Text		A rare headpiece that crowns you as king of all slimes. You feel very royal wearing it.	TODO
Items/KingSlimeSummoningItem	Text		Crown Summoning Idol	TODO
Items/KingSlimeSummoningItemDesc	Text		A crystal idol that feels out of this world. Consumed upon placing it on any Giant Slime summoning rune.	TODO
Items/KingSlimeTrophy	Text		King Slime Figurine	TODO
Items/KingSlimeTrophyDesc	Text		A lifelike representation of the King Slime.	TODO
Items/KingfishScale	Text		Kingfish Scale	TODO
Items/KingfishScaleDesc	Text		This beautiful scale seems to belong to a truly extraordinary fish.	TODO
Items/Lamp	Text		Lamp	TODO
Items/LampDesc	Text		Lights up when powered with electricity.	TODO
Items/LandKelp	Text		Land Algae	TODO
Items/LandKelpDesc	Text		A type of algae that can grow outside of water.	TODO
Items/Lantern	Text		Lantern	TODO
Items/LanternDesc	Text		A small, useful light that leaves your hands free.	TODO
Items/LargeAlienTechDestructible	Text		Large Alien Tech Destructible	TODO
Items/LargeAncientDestructible	Text		Large Ancient Crate	TODO
Items/LargeBomb	Text		Large Bomb	TODO
Items/LargeBombDesc	Text		A very strong explosive for massive destruction.	TODO
Items/LargeCityDestructible	Text		Large Metropolis Crate	TODO
Items/LargeCrystalDestructible	Text		Large Sun Crystal	TODO
Items/LargeDesertDestructible	Text		Large Desert Flower Vessel	TODO
Items/LargeDesertTempleDestructible	Text		Large Temple Crate	TODO
Items/LargeJellyfishDestructable	Text		Large Beached Jelly	TODO
Items/LargeMoldDestructible	Text		Large Mold Vessel	TODO
Items/LargePassageDestructible	Text		Large Fossil Cluster	TODO
Items/LargePassageDestructibleDesc	Text		A heaping pile of calcified marine fossils. There may be some resources inside.	TODO
Items/LargeShinyGlimmeringObject	Text		Large Shiny Glimmering Object	TODO
Items/LargeShinyGlimmeringObjectDesc	Text		A crystalline, egg-shaped object. It will catch your eye even from large distances.	TODO
Items/LargeTempleRug	Text		Large Temple Decor Rug	TODO
Items/LargeTempleRugDesc	Text		A large, ancient rug with a very detailed design woven into it. It must once have been an expensive item and a sign of prosperity.	TODO
Items/LargeWaterCan	Text		Large Watering Can	TODO
Items/LargeWaterCanDesc	Text		Used to water seeds and soil. Holds more water than a regular watering can and covers an area of 2x2 tiles.	TODO
Items/Larva	Text		Larva	TODO
Items/LarvaBBQ	Text		Roast Firepit	TODO
Items/LarvaBBQDesc	Text		Part fireplace, part barbecue. It is a great place to huddle together and enjoy some burned pieces of larva meat.	TODO
Items/LarvaBossCrystal	Text		Ghorm's Horn	TODO
Items/LarvaBossCrystalDesc	Text		A pointy gemstone that let a larva grow way beyond its maximum size.	TODO
Items/LarvaBossScanner	Text		Ghorm the Devourer Scanner	TODO
Items/LarvaBossScannerDesc	Text		Scans the world for Ghorm the Devourer. Consumed on successful scan.	TODO
Items/LarvaBossSummoningItem	Text		Ghorm Summoning Idol	TODO
Items/LarvaBossSummoningItemDesc	Text		Crystal idol to reawaken Ghorm the Devourer. Consumed upon placing it on Ghorm's summoning rune.	TODO
Items/LarvaBreastArmor	Text		Larva Chest	TODO
Items/LarvaBreastArmorDesc	Text		Don't be anything else. Be grub.	TODO
Items/LarvaHelm	Text		Larva Helm	TODO
Items/LarvaHelmDesc	Text		No need for fancy hats. Just grub.	TODO
Items/LarvaMeat	Text		Larva Meat	TODO
Items/LarvaMeatDesc	Text		Only true survivors eat it raw.	TODO
Items/LarvaRing	Text		Larva Ring	TODO
Items/LarvaRingDesc	Text		A living ring, not for the squirmish to wear.	TODO
Items/LarvaSkewer	Text		Larva Skewer	TODO
Items/LarvaSkewerDesc	Text		A pretty cruel way of stacking up meat for later use.	TODO
Items/LarvaSpikeClub	Text		Larva Spike Club	TODO
Items/LarvaSpikeClubDesc	Text		A bludgeoning weapon that is hard to withstand.	TODO
Items/LarvaTrophy	Text		Larva Figurine	TODO
Items/LarvaTrophyDesc	Text		A lifelike representation of a Larva.	TODO
Items/LarvaskinRug	Text		Larvaskin Rug	TODO
Items/LarvaskinRugDesc	Text		This gross rug doubles down as a trophy for the hunted larva that provided their skin.	TODO
Items/LarvaskinRugRed	Text		Hive Larvaskin Rug	TODO
Items/LarvaskinRugRedDesc	Text		This gross rug doubles down as a trophy for the hunted hive larva that provided their skin.	TODO
Items/LarvaskinTent	Text		Larvaskin Tent	TODO
Items/LarvaskinTentDesc	Text		This simple type of housing must have used many skins of larva. There are patches of other creatures thrown in too.	TODO
Items/LaserDrillTool	Text		Obliteration Ray	TODO
Items/LaserDrillToolDesc	Text		A high energy mining tool that is at the constant limit of bursting. The barely contained laser melts almost anything in its path.	TODO
Items/LavaAxe	Text		Lava Battle Axe	TODO
Items/LavaAxeDesc	Text		A smoldering, heavy weapon that looks like it was just taken out of the forge.	TODO
Items/LavaBreastArmor	Text		Magma Torso Armor	TODO
Items/LavaBreastArmorDesc	Text		This fiery armor is almost too hot to handle but becomes well-tempered when worn.	TODO
Items/LavaButterfly	Text		Lava Butterfly	TODO
Items/LavaButterflyTrophy	Text		Lava Butterfly Figurine	TODO
Items/LavaButterflyTrophyDesc	Text		A lifelike representation of a Lava Butterfly	TODO
Items/LavaHelm	Text		Magma Horn Armor	TODO
Items/LavaHelmDesc	Text		A pretty awesome piece of equipment that makes you look like the harbinger of doom.	TODO
Items/LavaPantsArmor	Text		Magma Shin Armor	TODO
Items/LavaPantsArmorDesc	Text		A melting leg armor made from liquid stone, giving hot legs a whole new definition.	TODO
Items/LavaPost1	Text		Broken Quarry Timber	TODO
Items/LavaPost1Desc	Text		One half of a broken wooden construction that seemed to have once held something in place.	TODO
Items/LavaPost2	Text		Large Quarry Timber	TODO
Items/LavaPost2Desc	Text		A wooden construction used to keep ore and rocks above a fire. A surge in temperatures rendered it unusable.	TODO
Items/LavaRock	Text		Lava Rock	TODO
Items/LavaRockDesc	Text		You're not sure why you did this...but at least you now have a very hot rock.	TODO
Items/LavaShield	Text		Scorching Aegis	TODO
Items/LavaShieldDesc	Text		The crust of molten rock, formed to be wielded like a shield.	TODO
Items/LavaSlime	Text		Magma Slime	TODO
Items/LavaSlimeBlob	Text		Lava Slime	TODO
Items/LavaSlimeBossChest	Text		Igneous' Chest	TODO
Items/LavaSlimeBossChestDesc	Text		A magma-covered chest reminiscent of the Molten Mass.	TODO
Items/LavaSlimeBossScanner	Text		Igneous the Molten Mass Scanner	TODO
Items/LavaSlimeBossScannerDesc	Text		Scans the world for Igneous the Molten Mass. Consumed on successful scan.	TODO
Items/LavaSlimeDesc	Text		A dark blob of flaming slime. Can be further processed.	TODO
Items/LavaSlimeTrophy	Text		Lava Slime Figurine	TODO
Items/LavaSlimeTrophyDesc	Text		A lifelike representation of a Lava Slime.	TODO
Items/LavaStalagmite	Text		Lava Stalagmite	TODO
Items/LavaStalagmiteDesc	Text		A stone pillar formed over thousands of years through dripping magma.	TODO
Items/LavaWoodenDestructible	Text		Charred Crate	TODO
Items/LavaWoodenDestructibleDesc	Text		This wooden crate has been blackened by a scorching environment.	TODO
Items/LeafFossil	Text		Leaf Fossil	TODO
Items/LeafFossilDesc	Text		Proof of a once flourishing environment.	TODO
Items/Leash	Text		Leash	TODO
Items/LeashDesc	Text		This long leash can be attached to any cattle so that they can get hurried along. Quite helpful when there are enemies on the hunt for some tender meat.	TODO
Items/LeatherFrame	Text		Clamping Frame	TODO
Items/LeatherFrameDesc	Text		This wooden frame has been used to stretch larva skin and manufacture it into leather.	TODO
Items/LeatherFrameSmall	Text		Small Clamping Frame	TODO
Items/LeatherFrameSmallDesc	Text		This small wooden frame made use of even the tiniest larva to turn its skin into leather.	TODO
Items/LegendaryBow	Text		Phantom Spark	TODO
Items/LegendaryBowDesc	Text		A legendary, masterfully crafted bow that shoots pure energy projectiles. Sometimes those pierce the veil of time and space, calling upon the spirits of the past.	TODO
Items/LegendaryBowParchment	Text		Glyph Parchment	TODO
Items/LegendaryBowParchmentDesc	Text		An unusually well preserved piece of ancient paper. There are glyphs and images on it that show how to forge a powerful ancient weapon.	TODO
Items/LegendaryBowPart1	Text		Channeling Gemstone	TODO
