Key	Type	Desc	English	Swedish
Items/LavaPantsArmorDesc	Text		A melting leg armor made from liquid stone, giving hot legs a whole new definition.	
Items/LavaPost1	Text		Broken Quarry Timber	
Items/LavaPost1Desc	Text		One half of a broken wooden construction that seemed to have once held something in place.	
Items/LavaPost2	Text		Large Quarry Timber	
Items/LavaPost2Desc	Text		A wooden construction used to keep ore and rocks above a fire. A surge in temperatures rendered it unusable.	
Items/LavaRock	Text		Lava Rock	
Items/LavaRockDesc	Text		You're not sure why you did this...but at least you now have a very hot rock.	
Items/LavaShield	Text		Scorching Aegis	
Items/LavaShieldDesc	Text		The crust of molten rock, formed to be wielded like a shield.	
Items/LavaSlime	Text		Magma Slime	
Items/LavaSlimeBlob	Text		Lava Slime	
Items/LavaSlimeBossChest	Text		Igneous' Chest	
Items/LavaSlimeBossChestDesc	Text		A magma-covered chest reminiscent of the Molten Mass.	
Items/LavaSlimeBossScanner	Text		Igneous the Molten Mass Scanner	
Items/LavaSlimeBossScannerDesc	Text		Scans the world for Igneous the Molten Mass. Consumed on successful scan.	
Items/LavaSlimeDesc	Text		A dark blob of flaming slime. Can be further processed.	
Items/LavaSlimeTrophy	Text		Lava Slime Figurine	
Items/LavaSlimeTrophyDesc	Text		A lifelike representation of a Lava Slime.	
Items/LavaStalagmite	Text		Lava Stalagmite	
Items/LavaStalagmiteDesc	Text		A stone pillar formed over thousands of years through dripping magma.	
Items/LavaWoodenDestructible	Text		Charred Crate	
Items/LavaWoodenDestructibleDesc	Text		This wooden crate has been blackened by a scorching environment.	
Items/LeafFossil	Text		Leaf Fossil	
Items/LeafFossilDesc	Text		Proof of a once flourishing environment.	
Items/Leash	Text		Leash	
Items/LeashDesc	Text		This long leash can be attached to any cattle so that they can get hurried along. Quite helpful when there are enemies on the hunt for some tender meat.	
Items/LeatherFrame	Text		Clamping Frame	
Items/LeatherFrameDesc	Text		This wooden frame has been used to stretch larva skin and manufacture it into leather.	
Items/LeatherFrameSmall	Text		Small Clamping Frame	
Items/LeatherFrameSmallDesc	Text		This small wooden frame made use of even the tiniest larva to turn its skin into leather.	
Items/LegendaryBow	Text		Phantom Spark	
Items/LegendaryBowDesc	Text		A legendary, masterfully crafted bow that shoots pure energy projectiles. Sometimes those pierce the veil of time and space, calling upon the spirits of the past.	
Items/LegendaryBowParchment	Text		Glyph Parchment	
Items/LegendaryBowParchmentDesc	Text		An unusually well preserved piece of ancient paper. There are glyphs and images on it that show how to forge a powerful ancient weapon.	
Items/LegendaryBowPart1	Text		Channeling Gemstone	
Items/LegendaryBowPart1Desc	Text		A specially carved ancient gemstone that focuses energy at its tip. It seems to be the center piece of an ancient powerful weapon.	
Items/LegendaryBowPart2	Text		Fractured Limbs	
Items/LegendaryBowPart2Desc	Text		Golden pieces that once seemed to be fused together to endure great pressure. Something inherently powerful must have broken them apart.	
Items/LegendaryBowPart3	Text		Energy String	
Items/LegendaryBowPart3Desc	Text		A fine filament that has microscopic pieces of ancient gemstones woven into it. Its existence is proof of the absolute mastery over materials by whoever created it.	
Items/LegendaryMiningPick	Text		Soul Seeker	
Items/LegendaryMiningPickDesc	Text		A successor prototype to the Ancient Pickaxe that had been left unfinished before. In the fires of the Ancient Forge it was now finally completed.	
Items/LegendaryMiningPickParchment	Text		Cipher Parchment	
Items/LegendaryMiningPickParchmentDesc	Text		An unusually well preserved scroll made from golden paper. Among the blue edged runes are drawings of an ancient forge resembling the face of a caveling.	
Items/LegendarySword	Text		Rune Song	
Items/LegendarySwordBlade	Text		Chipped Blade	
Items/LegendarySwordBladeDesc	Text		A piece of an ancient weapon. Its glass-like appearance makes it look fragile but it's harder than any material you've seen.	
Items/LegendarySwordDesc	Text		A legendary sword that hums when swung through the air. Its durability is a sign of extraordinary craftsmanship and it has the power to defeat enemies in one strike.	
Items/LegendarySwordGemstone	Text		Clear Gemstone	
Items/LegendarySwordGemstoneDesc	Text		A piece of an ancient weapon. Even though it is of the same material as ancient gemstones, this one feels unnaturally clear and infused with a strange energy.	
Items/LegendarySwordParchment	Text		Rune Parchment	
Items/LegendarySwordParchmentDesc	Text		An unusually well preserved piece of ancient paper. The runes are impossible to decipher but small symbols hint at it being the recipe for a strange weapon.	
Items/Lever	Text		Lever	
Items/LeverDesc	Text		Generates a low amount of electricity that can be turned on and off.	
Items/LightningGun	Text		Stormbringer	
Items/LightningGunDesc	Text		Augmented by a mysterious energy, this weapon unleashes chaining arcs of lightning upon your foes. Holding it sends a tingling sensation through your arms.	
Items/LiquidMetal	Text		Splendid Amalgam	
Items/LiquidMetalBasin	Text		Amalgam Basin	
Items/LiquidMetalBasinDesc	Text		A natural rock formation with volcanic activity. Its connection to the earth's depths allowed it to form a special kind of metal.	
Items/LiquidMetalDesc	Text		A boiling-hot metallic fluid that merges with the bodies' cells after consumption, making them more resilient.	
Items/LiquidMetalVent	Text		Amalgam Vent	
Items/LiquidMetalVentDesc	Text		A side-formation of the Amalgam Basin that gets rid of built up heat.	
Items/LithoTrilobite	Text		Litho Trilobite	
Items/LithoTrilobiteDesc	Text		The mutated offspring of its extinct ancestor. Its grey shell had adapted to withstand extreme pressure.	
Items/LockedCopperChest	Text		Locked Copper Chest	
Items/LockedCopperChestDesc	Text		A crude chest made from copper with heavy chains strung around it. It could be opened with the right key.	
Items/LockedGalaxiteChest	Text		Locked Galaxite Chest	
Items/LockedGalaxiteChestDesc	Text		An indestructible chest made from galaxite with heavy chains strung around it. It could be opened with the right key.	
Items/LockedIronChest	Text		Locked Iron Chest	
Items/LockedIronChestDesc	Text		An old chest made from iron with heavy chains strung around it. It could be opened with the right key.	
Items/LockedKingChest	Text		Locked Desert King Chest	
Items/LockedOctarineChest	Text		Locked Octarine Chest	
Items/LockedOctarineChestDesc	Text		A clunky chest made from octarine with heavy chains strung around it. It could be opened with the right key.	
Items/LockedPrinceChest	Text		Locked Desert Prince Chest	
Items/LockedQueenChest	Text		Locked Desert Queen Chest	
Items/LockedScarletChest	Text		Locked Scarlet Chest	
Items/LockedScarletChestDesc	Text		A sturdy chest made from scarlet with heavy chains strung around it. It could be opened with the right key.	
Items/LockedSolariteChest	Text		Locked Solarite Chest	
Items/LockedSolariteChestDesc	Text		A shimmering chest made from solarite with heavy chains strung around it. It could be opened with the right key.	
Items/LogicCircuit	Text		Logic Circuit	
Items/LogicCircuitDesc	Text		Electricity can move through the circuit when it receives electricity on exactly 2 out of 3 inputs.	
Items/LoomSpinningWheel	Text		Loom	
Items/LoomSpinningWheelDesc	Text		This archaic device makes it possible to turn fiber into beautiful clothing and costumes.	
Items/LooseFlooring	Text	"A decorative flooring item like bricks or stone plates, they can change design a bit depending on what the player color them hence why we don't call it just ""stone plates"" or so"	Loose Flooring	
Items/LooseFlooringDesc	Text		A collection of workable groundcover made from clay. A true hobbyist might turn them into different shapes and colors.	
Items/LostPaddle	Text		Lost Paddle	
Items/LostPaddleDesc	Text		Somewhere someone must paddle around in circles.	
Items/LucentOakTree	Text		Lucent Oak	
Items/LucentOakTreeDesc	Text		What once seemed to have been a normal tree got permeated by crystals, turning it into a living work of art.	
Items/LuckyRing	Text		Lucky Ring	
Items/LuckyRingDesc	Text		A cheaply made ring from a vending machine. If you believe hard enough you may feel more lucky.	
Items/LumpOfCoal	Text		Lump of Coal	
Items/LumpOfCoalDesc	Text		A dusty piece of coal that leaves your hands black and your conscience tainted. Have you perhaps been naughty?	
Items/Lunacorn	Text		Lunacorn	
Items/LunacornDesc	Text		A mealy, colorful crop that increases your toughness.	
Items/LunacornRare	Text		Golden Lunacorn	
Items/LunacornRareDesc	Text		A very rare variant of the common lunacorn.	
Items/LunacornSeed	Text		Lunacorn Seed	
Items/LunacornSeedDesc	Text		Grows into an inspiriting crop when planted. Only grows in crystal ground.	
Items/LuxuriousHandmirror	Text		Luxurious Handmirror	
Items/LuxuriousHandmirrorDesc	Text		A hand-held mirror in great condition. Clearly someone had a sense of beauty.	
Items/MagicMirror	Text		Magic Mirror	
Items/MagicMirrorDesc	Text		This mysterious piece of furniture has been enhanced in strange ways. Looking into it makes it possible to change your appearance.	
Items/MagicPotion	Text		Arcane Potion	
Items/MagicPotionDesc	Text		A volatile concoction that amplifies your magical energy.	
Items/MagneticRing	Text		Magnetic Ring	
Items/MagneticRingDesc	Text		A strange ring that pulls in loot around you in a higher radius. Magnets, how do they work?	
Items/MalugazTrophy	Text		Malugaz Figurine	
Items/MalugazTrophyDesc	Text		A lifelike representation of Malugaz the Corrupted.	
Items/Mannequin	Text		Mannequin	
Items/MannequinDesc	Text		A wooden figure that's great for showcasing gear and feeling less alone.	
Items/MeadowBush	Text		Meadow Bush	
Items/MeadowBushDesc	Text		A golden-colored patch of meadow grass to use as a decorative.	
Items/MeadowTallGrass	Text		Tall Meadow Grass	
Items/MeadowTallGrassDesc	Text		A large golden-colored patch of tall meadow grass to use as a decorative.	
Items/MeadowTree	Text		Meadow Tree	
Items/MeadowTreeDesc	Text		The tranquility of the meadow produced a Lush Tree variant that grows golden-colored leafs. Plant it back into the ground to decorate your home.	
Items/Meat	Text		Marbled Meat	
Items/MeatDesc	Text		A thick slab of meat, waiting to be simmered and seasoned.	
Items/MechanicalArm	Text		Mechanical Arm	
Items/MechanicalArmDesc	Text		An overgrown piece of ancient technology. The joints are stiff but it must have performed remarkable tasks in the past.	
Items/MechanicalPart	Text		Mechanical Part	
Items/MechanicalPartDesc	Text		A piece of ancient machinery.	
Items/MeltingCrystalRing	Text		Melting Crystal Ring	
Items/MeltingCrystalRingDesc	Text		A gooey ring dripping slippery slime on the floor.	
Items/MetalGrateBridge	Text		Metal Grate	
Items/MetalGrateBridgeDesc	Text		A metal bridge that was used to cross lava in the molten quarry.	
Items/MildewLeaf	Text		Mildew Leaf	
Items/MildewLeafDesc	Text		A leaf with white mold spots on it, apart from that it looks unscathed.	
Items/Milk	Text		Meadow Milk	
Items/MilkDesc	Text		A bottle of milk with a slight vanilla aroma and an earthy aftertaste.	
Items/Mimite	Text	Mimite is a word combination from Mimic + Mite. Please translate accordingly into other languages	Mimite	
Items/MimiteTrophy	Text		Mimite Figurine	
Items/MimiteTrophyDesc	Text		A lifelike representation of a Mimite.	
Items/Minecart	Text		Minecart	
Items/MinecartDesc	Text		Allows riding the railways with high speed.	
Items/MinerBreastArmor	Text		Miner's Labour Suit	
Items/MinerBreastArmorDesc	Text		An airtight zip-up suit for working in deep caverns. The flashy orange makes it official.	
Items/MinerHelm	Text		Miner's Protective Helm	
Items/MinerHelmDesc	Text		A handy helm with integrated goggles and a still functioning headlamp.	
Items/MinerPantsArmor	Text		Miner's Worker Pants	
Items/MinerPantsArmorDesc	Text		Well-fitting pants that make traversing the underground much more convenient. Comes with squeaky rubber boots.	
Items/MinionPotion	Text		Pact of Power Potion	
Items/MinionPotionDesc	Text		An ominous looking liquid that elevates the power of your summoned forces.	
Items/MinionRange	Text		Bat Minion	
Items/MoldChest	Text		Mold Chest	
Items/MoldChestDesc	Text		This ancient chest has been overgrown with mold.	
Items/MoldCicada	Text		Mold Cicada (Sickle)	
Items/MoldCicadaDesc	Text		A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.	
Items/MoldCicadaWithoutSickle	Text		Mold Cicada	
Items/MoldCicadaWithoutSickleDesc	Text		A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.	
Items/MoldDestructible	Text		Mold Vessel	
Items/MoldDestructibleDesc	Text		A hollow, fuzzy fungus. Breaking it open may yield some useful goods.	
Items/MoldDew	Text		Mold Dew	
Items/MoldDewDesc	Text		Golden-colored dew that emanated from mold spores, maybe someone can find a use for it.	
Items/MoldPillar	Text		Mold Pillar	
Items/MoldPillarDesc	Text		An ancient pillar featuring the core, it is overgrown by mold.	
Items/MoldRing	Text		Mold Ring	
Items/MoldRingDesc	Text		A soft ring slowly releasing mold spores.	
Items/MoldShark	Text		Mold Shark	
Items/MoldSharkDesc	Text		A small predator of the murky mold waters.	
Items/MoldShell	Text		Mold Shell	
Items/MoldShellDesc	Text		The fuzzy, pale housing of a critter that has moved on.	
Items/MoldTentacle	Text		Mold Tentacle	
Items/MoldTentacleTrophy	Text		Mold Tentacle Figurine	
Items/MoldTentacleTrophyDesc	Text		A lifelike representation of a Mold Tentacle.	
Items/MoldTree	Text		Mold Tree	
Items/MoldTreeDesc	Text		A once green tree that is thoroughly infected with mold.	
Items/MoldVeinNecklace	Text		Mold Vein Necklace	
Items/MoldVeinNecklaceDesc	Text		A circle of white organic filaments, it latches onto the skin.	
Items/MoldWell	Text		Mold Well	
Items/MoldWellDesc	Text		You surely don't want to water your plants with its contents.	
Items/MoldwebBreastArmor	Text		Moldweb Breastplate	
Items/MoldwebBreastArmorDesc	Text		A chest-piece covered in living mold, hungering for big prey.	
Items/MoldwebHelm	Text		Moldweb Helm	
Items/MoldwebHelmDesc	Text		A head-piece covered in living mold. Its pulse enhances your bodily functions.	
Items/MoldwebPantsArmor	Text		Moldweb Pants	
Items/MoldwebPantsArmorDesc	Text		Legwear covered in living mold. It seems uninterested in feeding on the wearer.	
Items/MoltenButterflyWing	Text		Melting Lava Wing	
Items/MoltenButterflyWingDesc	Text		The wing of a lava butterfly, swinging it causes sparks to fly off in all directions.	
Items/MoonstoneOffhand	Text		Moonstone	
Items/MoonstoneOffhandDesc	Text		This pristine crystal is filled with energy. It makes you feel determined.	
Items/MorphaBag	Text		Morpha's Bubble Bag	
Items/MorphaBagDesc	Text		An elastic bag with lots of space that formed from one of Morpha's outer growths.	
Items/MorphaChest	Text		Morpha's Chest	
Items/MorphaChestDesc	Text		A slime-covered chest reminiscent of the Aquatic Mass.	
Items/MorphaRing	Text		Morpha's Ring	
Items/MorphaRingDesc	Text		A strange, little loop made from blue slime, it almost slides off of your finger.	
Items/MorphaTrophy	Text		Morpha Figurine	
Items/MorphaTrophyDesc	Text		A lifelike representation of Morpha, the Aquatic Mass.	
Items/MucusAmoeba	Text		Mucus Amoeba	
Items/MucusAmoebaDesc	Text		A slimy giant amoeba, it seems to be looking at you.	
Items/MummyCaveling	Text		Caveling Mummy	
Items/Mushroom	Text		Mushroom	
Items/MushroomBrute	Text		Shrooman Brute	
Items/MushroomDesc	Text		A small cave mushroom, perfect for a snack on the go.	
Items/MushroomEnemy	Text		Shrooman	
Items/MushroomEnemyTrophy	Text		Shrooman Figurine	
Items/MushroomEnemyTrophyDesc	Text		A lifelike representation of a shrooman.	
Items/MushroomHelm	Text		Shrooman Cap	
Items/MushroomHelmDesc	Text		It grows on your head. You can feel your wounds growing shut along with it.	
Items/MushroomPlural	Text		Mushrooms	
Items/MusicBowl	Text		Music Bowl	
Items/MusicBowlDesc	Text		A precious bowl holding a golden cylinder that once seemed to have played a melancholic melody. But it stopped working.	
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	Text		CSD!3!? – It's Dangerous To Go Alone	
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	Text		A composition containing a motivating melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetCoreKeeperBaseTheme	Text		Core Keeper - Base Theme	
Items/MusicSheetCoreKeeperBaseThemeDesc	Text		A composition containing a homely melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetHappyBirthday	Text		Happy Birthday To You	
Items/MusicSheetHappyBirthdayDesc	Text		A composition containing a celebrative birthday melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetOwlBoyMainTheme	Text		Owlboy - Main Title	
Items/MusicSheetOwlBoyMainThemeDesc	Text		A composition containing an uplifting melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetStand	Text		Music Sheet Stand	
Items/MusicSheetStandDesc	Text		A useful piece of furniture to prop up music sheets. When a music sheet is inserted, one can play the melody it contains with an instrument.	
Items/MusicSheetStardewValleyItsABigWorldOutside	Text		Stardew Valley - Spring (It's a Big World Outside)	
Items/MusicSheetStardewValleyItsABigWorldOutsideDesc	Text		A composition containing a relaxing melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetTerrariaJourneysBeginning	Text		Terraria - Journey's Beginning	
Items/MusicSheetTerrariaJourneysBeginningDesc	Text		A composition containing an adventurous melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicSheetValheimMeadows	Text		Valheim - Meadows	
Items/MusicSheetValheimMeadowsDesc	Text		A composition containing a peaceful melody. Putting it on a music sheet stand lets one play the melody with an instrument.	
Items/MusicWorkbench	Text		Music Workbench	
Items/MusicWorkbenchDesc	Text		This writers' table sparks the inspiration for tools and compositions used to conduct music.	
Items/MysteriousIdol	Text		Mysterious Idol	
Items/MysteriousIdolDesc	Text		A crystalline core statue. May attract someone looking for mysterious idols if placed in a habitable room.	
Items/NatureBones	Text		Wilderness Bones	
Items/NatureCavelingMoss	Text		Lush Moss	
Items/NatureCavelingMossDesc	Text		Ground plants found in Azeos' Wilderness. They grow tiny berries that attract cavelings of the corresponding area.	
Items/NatureDestructible	Text		Flower Vessel	
Items/NatureDestructibleDesc	Text		A yellow plant containing organic loot.	
Items/NatureGemstone	Text		Jungle Emerald	
Items/NatureGemstoneDesc	Text		A verdant gemstone rarely found in crystalized lush regions. Its special properties allow it to be used for higher quality crafting.	
Items/NatureWoodenDestructible	Text		Overgrown Wooden Crate	
Items/NatureWoodenDestructibleDesc	Text		A box that has been partially reclaimed by nature. It's containing useful goods.	
Items/NilipedeTrophy	Text	"Change the translations in a way that it relates to the Nilipede having no legs if you haven't already. Nil is latin for ""zero""."	Nilipede Figurine	
Items/NilipedeTrophyDesc	Text	"Change the translations in a way that it relates to the Nilipede having no legs if you haven't already. Nil is latin for ""zero""."	A lifelike representation of a Nilipede.	
Items/NinjaBreastArmor	Text		Ninja Garments	
Items/NinjaBreastArmorDesc	Text	Should be written with 7 syllables, like the second sentence in a haiku.	Moving swiftly as the wind.	
Items/NinjaHelm	Text		Ninja Cowl	
Items/NinjaHelmDesc	Text	Should be written with 5 syllables, like the first sentence in a haiku.	Hidden by the dark.	
Items/NinjaPantsArmor	Text		Ninja Leggings	
Items/NinjaPantsArmorDesc	Text	Should be written with 5 syllables, like the last sentence in a haiku.	Gone without a sound.	
Items/NobleRing	Text		Noble Ring	
Items/NobleRingDesc	Text		An expensive looking ring featuring a ruby. It must have belonged to someone wealthy.	
Items/NomadNecklace	Text		Nomad Necklace	
Items/NomadNecklaceDesc	Text		Made from ragged cloth and metal badges this witness of the desert gives you a keen advantage on attacks.	
Items/NomadRing	Text		Nomad Ring	
Items/NomadRingDesc	Text		This small finger band is made from ragged cloth to keep it from heating up in the scorching desert valleys.	
Items/ObeliskSmall	Text		Small Obelisk	
Items/ObeliskSmallDesc	Text		A descriptive stele, carved into stone. The runes on it are indecipherable.	
Items/ObeliskTall	Text		Tall Obelisk	
Items/ObeliskTallDesc	Text		A large descriptive stele, carved into stone. The runes on it are indecipherable.	
Items/Ocarina	Text		Ocarina	
Items/OcarinaDesc	Text		A timeless instrument.	
Items/OceanHeartNecklace	Text		Oceanheart Necklace	
Items/OceanHeartNecklaceDesc	Text		A big blue diamond is the centerpiece of this extraordinary treasure. You feel loved when holding it up to your chest.	
Items/OctarineAnvil	Text		Octarine Anvil	
Items/OctarineAnvilDesc	Text		A strange anvil for creating extraordinary equipment.	
Items/OctarineAxe	Text		Octarine Axe	
Items/OctarineAxeDesc	Text		This crescent-shaped weapon hits hard and magically arcs towards enemies' weak spots.	
Items/OctarineBackpack	Text		Octarine Bag	
Items/OctarineBackpackDesc	Text		A strange bag that has more space inside than it looks like from the outside.	
Items/OctarineBar	Text		Octarine Bar	
Items/OctarineBarDesc	Text		A mysterious ingot for extraordinary blacksmithing.	
Items/OctarineBow	Text		Octarine Bow	
Items/OctarineBowDesc	Text		A strange bow that enhances the way arrows fly, allowing for quicker shots.	
Items/OctarineBreastArmor	Text		Octarine Breastplate	
Items/OctarineBreastArmorDesc	Text		This mysterious breastplate stimulates the muscles to swing your weapon much faster.	
Items/OctarineChest	Text		Octarine Chest	
Items/OctarineChestDesc	Text		A clunky chest made from octarine. It is not locked anymore.	
Items/OctarineFishingRod	Text		Octarine Fishing Rod	
Items/OctarineFishingRodDesc	Text		An extraordinary tool for pulling up deep sea fish.	
Items/OctarineHelm	Text		Octarine Helm	
Items/OctarineHelmDesc	Text		A strange headgear with no visor. For some reason you can still see clearly when putting it on.	
Items/OctarineKey	Text		Octarine Key	
Items/OctarineKeyDesc	Text		A clunky key cast in octarine. There should be a lock somewhere that it fits into.	
Items/OctarineMiningPick	Text		Octarine Pickaxe	
Items/OctarineMiningPickDesc	Text		An extraordinary tool for breaking down compact walls.	
Items/OctarineNecklace	Text		Octarine Necklace	
Items/OctarineNecklaceDesc	Text		A necklace made from pure octarine filled with magic energy.	
Items/OctarineOre	Text		Octarine Ore	
Items/OctarineOreBoulder	Text		Octarine Ore Boulder	
Items/OctarineOreDesc	Text		Mysterious ore commonly found in limestone walls.	
Items/OctarinePantsArmor	Text		Octarine Pants	
Items/OctarinePantsArmorDesc	Text		This peculiar leg protection phases energy through your whole body.	
Items/OctarineRing	Text		Octarine Ring	
Items/OctarineRingDesc	Text		A ring made from pure octarine enhanced with magic properties.	
Items/OctarineShield	Text		Octarine Shield	
Items/OctarineShieldDesc	Text		An extremely durable shield infused with energy that increases health while holding it.	
Items/OctarineShovel	Text		Octarine Shovel	
Items/OctarineShovelDesc	Text		An incredibly versatile shovel, unmatched at digging up ground.	
Items/OctarineSledge	Text		Octarine Sledge Hammer	
Items/OctarineSledgeDesc	Text		An extraordinary weapon for smashing foes and walls.	
Items/OctarineSword	Text		Octarine Sword	
Items/OctarineSwordDesc	Text		An extraordinary weapon for slaying foes.	
Items/OctarineWorkbench	Text		Octarine Workbench	
Items/OctarineWorkbenchDesc	Text		Mystical workbench for creating extraordinary gear.	
Items/OctopusBossChest	Text		Floating Titan's Chest	
Items/OctopusBossChestDesc	Text		A large, ancient chest crested with gemstones. Through air-filled growths at its bottom it can float on water.	
Items/OctopusBossScanner	Text		Omoroth the Sea Titan Scanner	
Items/OctopusBossScannerDesc	Text		Scans the world for Omoroth the Sea Titan. Consumed on successful scan.	
Items/OctopusBreastArmor	Text		Omoroth's Chestplate	
Items/OctopusBreastArmorDesc	Text		A upper body armor reminiscent of the Sea Titan. There is a sleek cape attached to it.	
Items/OctopusHelm	Text		Omoroth's Helm	
Items/OctopusHelmDesc	Text		An iron-cast helm with a scary grimace and potruding tentacles.	
Items/OctopusPantsArmor	Text		Omoroth's Leg Armor	
Items/OctopusPantsArmorDesc	Text		Delicately decorated leg protection that's constantly wet. Looks cool but is very uncomfortable to wear.	
Items/OffspringCapsule	Text		Offspring Capsule	
Items/OffspringCapsuleDesc	Text		A glass container containing an embryo suspended in nutritious liquid. It's blue with pointy ears but doesn't seem to be a caveling.	
Items/OldAmulet	Text		Old Amulet	
Items/OldAmuletDesc	Text		Brittle stone jewelry. Too small to be worn by a human.	
Items/OldJournal	Text		Old Journal	
Items/OldJournalDesc	Text		A leather-bound book with crumbly pages. It is written in familiar letters but a language you don't know.	
Items/OldSporeMask	Text		Old Spore Mask	
Items/OldSporeMaskDesc	Text		An old mask protecting against air-borne spores. It's broken but may still fetch a good price.	
Items/OmorothBeak	Text		Omoroth's Beak	
Items/OmorothBeakDesc	Text		The sharp mouth piece of Omoroth, the Sea Titan. It seems to be able to crush every material.	
Items/OmorothCompass	Text		Omoroth Compass	
Items/OmorothCompassDesc	Text		A splendid tool for seafaring created in honor of Omoroth, anyone possessing it will never feel lost at sea. A gift worthy of a king.	
Items/OmorothNecklace	Text		Omoroth's Necklace	
Items/OmorothNecklaceDesc	Text		A piece of jewelry with a striking likeness to the sea titan. Wearing it you feel in tune with the Sunken Sea, enhancing your body in multiple ways.	
Items/OmorothRing	Text		Omoroth's Ring	
Items/OmorothRingDesc	Text		A plated looping tentacle that wraps around your finger. Stemming from a titan, it enhances your might in fighting these giant monsters.	
Items/OmorothTrophy	Text		Omoroth Figurine	
Items/OmorothTrophyDesc	Text		A lifelike representation of Omoroth, the Sea Titan.	
Items/OpabiniaFossil	Text		Opabinia Fossil	
Items/OpabiniaFossilDesc	Text		The petrified body of an prehistoric sea critter. They were one of the first apex predators to appear in the ancient oceans of earth.	
Items/OracleCardAzeos	Text		"Oracle Card ""Radiance"""	
Items/OracleCardAzeosDesc	Text		A scratched card with golden borders and an image of the sky titan. Looks like it's part of a set.	
Items/OracleCardCity	Text		"Oracle Card ""Metropolis"""	
Items/OracleCardCityDesc	Text		A card in mint condition with golden borders and an image of an ancient city. Looks like it's part of a set.	
Items/OracleCardCore	Text		"Oracle Card ""Entity"""	
Items/OracleCardCoreDesc	Text		A bent card with golden borders and an image of the core. Looks like it's part of a set.	
Items/OracleCardFlower	Text		"Oracle Card ""Brilliance"""	
Items/OracleCardFlowerDesc	Text		A charred card with golden borders and an image of a Glow Tulip. Looks like it's part of a set.	
Items/OracleCardGem	Text		"Oracle Card ""Aura"""	
Items/OracleCardGemDesc	Text		A ripped card with golden borders and an image of an ancient gemstone. Looks like it's part of a set.	
Items/OracleCardLeader	Text		"Oracle Card ""Inspiration"""	
Items/OracleCardLeaderDesc	Text		Half of a card with golden borders and an image of a golden mask. Looks like it's part of a set.	
Items/OracleCardOmoroth	Text		"Oracle Card ""Temperance"""	
Items/OracleCardOmorothDesc	Text		A faded card with golden borders and an image of the sea titan. Looks like it's part of a set.	
Items/OracleCardRaAkar	Text		"Oracle Card ""Endurance"""	
Items/OracleCardRaAkarDesc	Text		A crumbling card with golden borders and an image of the sand titan. Looks like it's part of a set.	
Items/OracleCardScholar	Text		"Oracle Card ""Wisdom"""	
Items/OracleCardScholarDesc	Text		A soaked card with golden borders and an image of a caveling scholar. Looks like it's part of a set.	
Items/OracleDeck	Text		Oracle Deck	
Items/OracleDeckDesc	Text		The complete set of oracle cards. Bringing them together strangely restored the cards to perfect condition and now they emit a powerful, enlightening aura.	
Items/OrangeCaveGuppy	Text		Orange Cave Guppy	
Items/OrangeCaveGuppyDesc	Text		Small, orange fish home to the dirt cave lakes.	
Items/OrbLantern	Text		Orb Lantern	
Items/OrbLanternDesc	Text		A better, brighter source of light to attach to your belt.	
Items/OrbitalTurret	Text		Orbital Turret	
Items/OrbitalTurretTrophy	Text		Orbital Turret Figurine	
Items/OrbitalTurretTrophyDesc	Text		A lifelike representation of an Orbital Turret.	
Items/OstaraRing	Text		Ostara Ring	
Items/OstaraRingDesc	Text		A ring made of leaves and small golden eggs. It is a sign of emerging life and spring.	
Items/PaintBrushBlack	Text		Black Paint Brush	
Items/PaintBrushBlackDesc	Text		Used to paint certain objects black.	
Items/PaintBrushBlue	Text		Blue Paint Brush	
Items/PaintBrushBlueDesc	Text		Used to paint certain objects blue.	
Items/PaintBrushBrown	Text		Brown Paint Brush	
Items/PaintBrushBrownDesc	Text		Used to paint certain objects brown.	
Items/PaintBrushCyan	Text		Cyan Paint Brush	
Items/PaintBrushCyanDesc	Text		Used to paint certain objects cyan.	
Items/PaintBrushGreen	Text		Green Paint Brush	
Items/PaintBrushGreenDesc	Text		Used to paint certain objects green.	
Items/PaintBrushGrey	Text		Grey Paint Brush	
Items/PaintBrushGreyDesc	Text		Used to paint certain objects grey.	
Items/PaintBrushOrange	Text		Orange Paint Brush	
Items/PaintBrushOrangeDesc	Text		Used to paint certain objects orange.	
Items/PaintBrushPeach	Text		Peach Paint Brush	
Items/PaintBrushPeachDesc	Text		Used to paint certain objects peach.	
Items/PaintBrushPink	Text		Pink Paint Brush	
Items/PaintBrushPinkDesc	Text		Used to paint certain objects pink.	
Items/PaintBrushPurple	Text		Purple Paint Brush	
Items/PaintBrushPurpleDesc	Text		Used to paint certain objects purple.	
Items/PaintBrushRed	Text		Red Paint Brush	
